cliente_id,tipo_documento,numero_documento,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,edad,genero,estado_civil,nivel_educacion,ocupacion,sector_economico,ciudad_residencia,departamento_residencia,region_residencia,ingresos_mensuales,egresos_mensuales,patrimonio_estimado,score_crediticio,segmento_cliente,canal_captacion,antiguedad_cliente_meses,fecha_registro,sucursal_id,estado_cliente
3155,DNI,35395956,Iván,Jiménez,Jiménez,1984/12/19,40,M,Casado,Secundaria,,Construcción,Chiclayo,Lambayeque,Norte,3192.9,1891.78,51683.65,515,Regular,Telemarketing,151,2012-07-18,12,Activo
3156,DNI,27737481,Enrique,Huanca,Choque,1997-04-25,27,M,Soltero,Técnico,Independiente,Tecnología,Santiago de Surco,Lima,Lima y Callao,5638.67,2509.81,101929.06,369,Premium,Digital,25,2022/04/10,2,Activo
3157,DNI,87825731,Jorge,Laime,Sánchez,1991/04/07,33,M,Conviviente,Secundaria,Empresario,Construcción,Cayma,Arequipa,Sur,5050.84,2387.11,189905.88,522,Premium,Telemarketing,88,14/09/2017,6,Activo
3158,DNI,1647850,Ricardo,Jiménez,Ramos,1964-12-25,60,M,Viudo,Técnico,Empresario,Comercio,Iquitos ,Loreto,Oriente,2137.4,1062.17,42972.16,506,Regular,Digital,175,2010/08/09,22,Activo
3159,DNI,46548193,Luis,Cusi,Medina,2004-07-09,20,M,Soltero,Universitario,Empleado Público,Comercio,Tarapoto,San Martín,Oriente,,858.79,16204.0,488,Regular,Referido,179,27-03-2010,23,Activo
3160,DNI,50470062,Daniela,Rivera,Vargas,1964/01/01,61,F,Soltero,Universitario,Empleado Privado,Comercio,Pisco,Ica,Sur,3460.9,2212.94,106450.67,574,Regular,,131,2014-03-07,20,Activo
3161,DNI,36044707,Víctor,González,Quispe,27-01-1979,47,M,Conviviente,Universitario,Empleado Privado,Comercio,Pisco,Ica,Sur,2412.78,1338.74,93756.52,420,Regular,Digital,46,16/03/2021,20,Activo
3162,DNI,25982218,VícTor,Medina,Vargas,1979-11-08,45,M,CASADO,Universitario,Empleado Público,Comercio,Huancayo,Junín,Centro,1188.11,671.1,58250.96,581,Regular,Agencia,64,2019/09/27,18,Inactivo
3163,DNI,84978531,Adriana,Ortiz,Gutiérrez,18-07-1984,40,F,Soltero,Secundaria,Empleado Privado,Construcción,San Juan de Lurigancho,Lima,Lima y Callao,5099.05,2930.19,149870.56,463,Premium,Campaña Institucional,63,21-10-2019,1,Activo
3164,DNI,94806209,Claudia,Laime,Morales,1979-03-08,45,F,Casado,Universitario,Independiente,Salud,Iquitos,Loreto,Oriente,2761.43,1151.71,102872.84,490,Regular,Digital,98,2016/12/02,22,Activo
3165,Pasaporte,302068220,MÓNICA,López,Romero,1988/10/21,36,F,Casado,Universitario,Empleado Público,Tecnología,Arequipa,Arequipa,Sur,2356.54,1529.56,128501.4,447,Regular,,49,2020-12-02,7,Activo
3166,DNI,32661038,Sandra,Ortiz, Laime,13-05-1997,27,fem,Soltero,Secundaria,Empleado Público,Educación,Víctor Larco Herrera,La Libertad,Norte,3074.79,1978.27,96060.17,526,Regular,Agencia,39,22-09-2021,11,Activo
3167,DNI,42649770,Ana, RaMíReZ,Herrera,1982/08/01,42,F,Casado,Técnico,Empleado Privado,Transporte,Pisco,Ica,Sur,6548.95,2586.9,244405.12,481,Regular,Agencia,101,2016-08-19,20,Activo
3168,DNI,75941904,Jorge,Huanca,Ortiz,29-10-1967,57,M,Casado,Universitario,Pensionista,Comercio,Los Olivos,Lima,Lima y Callao,1251.81,519.77,47097.21,451,Regular,Digital,150,2012-08-08,4,Activo
3169,DNI,18700749,Isabel,Flores,Flores,16/08/1960,64,F,Divorciado,Universitario,Empleado Privado,Comercio,Chiclayo,Lambayeque,Norte,5453.4,3145.24,191932.47,514,Regular,Agencia,19,13-08-2022,13,Activo
3170,Pasaporte,635924445,Juan,Díaz,Torres,1974/07/06,50,m,Conviviente,Secundaria,Empleado Público,Educación,Víctor Larco Herrera,La Libertad,Norte,-1904.26,1272.28,60969.24,564,Regular,Campaña Institucional,48,2020-02-15,11,Activo
3171,CE,142580742,Isabel,Laime,Sánchez,27-07-2004,20,F,Soltero,Secundaria,Independiente,Manufactura,El Tambo,Junín,Centro,951.75,551.56,38434.23,505,Regular,Campaña Institucional,120,2015-02-07,19,Activo
3172,DNI,42041793,Cecilia,García,García,1985-11-17,39,F,Casado,Técnico,Empleado Privado,Tecnología,Yanahuara,Arequipa,Sur,3087.97,1357.84,63557.65,410,Regular,Agencia,34,2022-02-21,8,Activo
3173,DNI,3331393,Enrique,Condori,Ramos,20/06/1960,64,M,Conviviente,Universitario,Empleado Público,Transporte,Víctor Larco Herrera,La Libertad,Norte,3963.37,2275.47,81935.94,526,Regular,Referido,29,2019/12/08,11,Activo
3174,CE,238658263,Adriana,Romero,Díaz,1987-11-26,37,F,Conviviente,Universitario,Empleado Privado,Educación,Piura,Piura,Norte,4585.6,2971.48,218377.51,593,Regular,Telemarketing,126,2014-07-30,14,Activo
3175,DNI,47551569,Héctor,Reyes,Apaza,1971/06/04,53,M,Casado,Postgrado,Empresario,Construcción,Iquitos,Loreto,Oriente,22870.71,14264.49,509427.33,514,VIP,Agencia,73,2019/01/02,22,Activo
3176,DNI,1982771,Iván,González,Rivera,24-04-1992,32,M,Casado,Técnico,Empresario,Salud,El Tambo,Junín,Centro,2597.6,992.78,151745.91,517,Regular,Digital,22,2020-11-02,19,Inactivo
3177,DNI,15657437,Mónica,Castro,Torres,24/10/1980,44,F,Conviviente,Técnico,Empleado Privado,Finanzas,Cajamarca,Cajamarca,Norte,2679.94,1404.7,120999.02,535,Regular,Digital,73,2018/12/10,24,Activo
3178,DNI,84457352,Sandra,Flores,Cusi,16/11/1968,56,F,Casado,Secundaria,Empleado Público,Salud,Cayma,Arequipa,Sur,1267.79,487.49,16393.34,493,Regular,Agencia,158,2011-12-19,6,Activo
3179,DNI,45645431,Rodrigo,LaImE,Pérez,1973-10-04,51,M,Casado,Universitario,Empleado Privado,Manufactura,Chiclayo,Lambayeque,Norte,2408.06,1119.03,134788.0,457,Regular,Digital,37,2021-12-02,12,Activo
3180,CE,95113912,Jorge,Ortiz,Romero,1970/10/12,54,M,Viudo,Secundaria,Independiente,Educación,Arequipa,Arequipa,Sur,1031.58,435.37,49600.93,486,Regular,Agencia,116,21-06-2015,7,Activo
3181,DNI,58313297,Daniela,PéReZ,Pérez,1979-04-10,45,F,Casado,Secundaria,Independiente,Agricultura,Cayma,Arequipa,Sur,1596.05,848.56,37333.04,533,Regular,Telemarketing,41,2021/08/12,6,Activo
3182,DNI,18731785,Miguel,Cusi,Pérez ,1989-08-25,35,M,Soltero,Técnico,Empresario,Agricultura,Chimbote,Ancash,Centro,12646.95,6301.0,251697.44,510,Premium,Agencia,113,2015/08/31,21,Inactivo
3183,DNI,69274290,Pablo,Choque,Vargas,1974/11/11,50,M,viudo,Secundaria,Independiente,Finanzas,IquItoS  ,Loreto,Oriente,4169.48,2121.84,139042.02,468,Regular,Telemarketing,91,20/06/2017,22,Activo
3184,DNI,73748052,Alejandro,Pérez,Sánchez,2004/11/12,20,Masculino,Soltero,Universitario,Pensionista,Comercio,Trujillo,La Libertad,Norte,1008.75,541.47,23808.03,455,Regular,Agencia,128,2014/06/10,10,Activo
3185,CE,77196767,Diego,López,Pérez,13-06-1976,48,M,Conviviente,Postgrado,Independiente,Servicios,El Tambo,Junín,Centro,2080.51,1433.68,62400.67,472,Regular,Referido,81,2018/04/21,19,Activo
3186,DNI,44245049,Mónica,Gutiérrez,Choque,28-07-1958,66,F,Divorciado,Universitario,Empresario,Agricultura,Wanchaq,Cusco,Sur,2802.12,1943.2,141838.39,575,Regular,Telemarketing,139,2013-07-12,17,Activo
3187,CE,315525417,Manuel,Chávez,Vargas,16/11/1989,35,M,Viudo,Postgrado,Empleado Privado,Construcción,Piura,Piura,Norte,2280.41,1107.29,39292.68,459,Regular,Agencia,108,2016/02/03,14,Activo
3188,DNI,69771045,Rosa,Choque,Álvarez,19-04-1992,32,F,Casado,Técnico,Empleado Público,Tecnología,Trujillo,  LA LIBERTAD,Norte,2450.87,1595.97,69420.6,569,Regular,Agencia,84,21-01-2018,10,Inactivo
3189,CE,525136272,Roberto,Ramos,Gómez,29/09/1977,47,M,Casado,Postgrado,Empleado Público,Educación,Chimbote,Ancash,Centro,2282.48,1002.33,122086.36,460,Regular,Agencia,122,24/12/2014,21,Activo
3190,DNI,47121627,Eduardo,García,Choque,26-08-1976,48,M,Casado,Universitario,Pensionista,Manufactura,Lima,Lima,Lima y Callao,2595.36,1590.26,83821.04,476,Regular,Telemarketing,106,2016-04-14,5,Activo
3191,DNI,74802335,José,Sánchez,Torres,14/02/1987,37,M,Soltero,Técnico,Independiente,Tecnología,Pisco,Ica,Sur,1514.91,958.07,46365.42,451,Regular,Digital,89,2017-08-11,20,Activo
3192,DNI,98155561,Claudia,Choque,Reyes,31-01-2004,20,F,Soltero,Universitario,Independiente,Comercio,Trujillo,La Libertad,Norte,2580.38,1234.88,29007.29,408,Regular,Referido,150,2012/09/03,10,Activo
3193,DNI,99333571,Rosa,García,Chávez,2002/10/04,22,F,Casado,Técnico,Empleado Privado,Transporte,La Esperanza,La Libertad,Norte,3521.99,1492.88,204209.91,400,Regular,Agencia,101,2016-09-03,9,Activo
3194,DNI,9277140,Fabiola,Gutiérrez,Rodríguez,1987/04/18,37,F,Conviviente,Postgrado,Independiente,Otro,Cusco,Cusco,Sur,6262.8,2921.23,197375.85,410,Regular,Agencia,158,2011-12-26,16,Activo
3195,DNI,24521642,Alejandro,Huanca,Cusi,2001/11/16,23,M,Casado,Universitario,Pensionista,Servicios,Wanchaq,Cusco,Sur,999.04,455.06,13702.43,519,Regular,Agencia,87,25-10-2017,17,Activo
3196,DNI,59463338,Adriana,Vargas,Ortiz,18/02/2001,23,F,Soltero,Postgrado,Independiente,Salud,Cajamarca,Cajamarca,Norte,2655.68,1560.75,39696.57,491,Regular,,21,2020-09-02,24,Activo
3197,DNI,33701936,César,Álvarez,Martínez,2004/11/15,20,M,Soltero,Universitario,Empleado Público,Finanzas,Chimbote,Ancash,Centro,2420.11,939.77,66606.87,523,Regular,Digital,14,26/04/2020,21,Activo
3198,DNI,5452190,Andrés,González,Ortiz,1986/02/17,38,M,Divorciado,Secundaria,Empresario,Salud,El Tambo,Junín,Centro,11791.38,7995.97,344483.13,583,Regular,Agencia,98,2016/11/21,19,Inactivo
3199,DNI,46007974,Gabriela,García,Chávez,1981/05/03,43,F,Soltero,Universitario,Empleado Público,Salud,Yanahuara,Arequipa,Sur,1774.83,707.53,103919.7,454,Regular,Referido,7,2020/07/02,8,Activo
3200,DNI,86954680,Pablo,Gutiérrez,Ortiz,13/03/1983,41,M,Soltero,Secundaria,Independiente,Comercio,El Tambo,Junín,Centro,3448.57,1655.95,88524.35,470,Regular,Referido,60,2020/01/20,19,Activo
3201,DNI,74233412,David,Díaz, González,2004/01/09,20,M,Casado,Técnico,Independiente,Manufactura,Pisco,Ica,Sur,4723.32,3153.3,129601.09,469,Regular,Digital,87,2017/10/21,20,Activo
3202,DNI,13946893,Andrés,Gómez,Rojas,1987-03-03,37,M,Soltero,Técnico,Empresario,Educación,Pisco,Ica,Sur,9229.58,5021.37,303034.61,597,Premium,Telemarketing,17,2020/07/02,20,Activo
3203,DNI,57481532,Elena,Condori,Gutiérrez,2004-04-12,20,F,Soltero,Universitario,Empleado Privado,Otro,Lima,Lima,Lima y Callao,2949.23,1234.38,46851.36,377,Regular,Agencia,87,2017/11/05,5,Activo
3204,DNI,39600789,Rodrigo,Apaza,García,18-04-1977,47,MASCULINO,Divorciado,Universitario,Empleado Privado,Manufactura,Chiclayo,Lambayeque,Norte,3151.49,1471.62,30966.91,531,Regular,,1,2024/03/06,13,Inactivo
3205,DNI,65796810,Diego,Quispe,Gómez,27/09/1988,36,M,Soltero,Secundaria,Empresario,Construcción, miraflores ,Lima,Lima y Callao,1779.39,752.37,56425.71,472,Regular,Agencia,29,2022-08-07,3,Activo
3206,CE,246740094,Roberto,Choque,Pérez,1978/08/02,46,M,Soltero,Técnico,,Salud,Tarapoto,San Martín,Oriente,4890.82,3227.46,271700.0,434,Regular,Digital,79,30/06/2018,23,Inactivo
3207,DNI,34051300,Óscar,Herrera,Apaza,1970/05/20,54,M,Casado,Secundaria,Independiente,Finanzas,Santiago de Surco,Lima,Lima y Callao,1616.45,1048.85,48182.03,524,Regular,Agencia,106,26-03-2016,2,Activo
3208,DNI,68175481,Rosa,  Condori,Rivera,1989-09-15,35,F,Soltero,Universitario,Empleado Privado,Otro,Piura,Piura,Norte,2954.5,1239.31,98338.96,527,Regular,Referido,36,28-12-2021,14,Activo
3209,DNI,74687927,Patricia,Sánchez,Vargas,1997-06-14,27,F,Soltero,Técnico,Empleado Privado,Servicios,Cayma,Arequipa,Sur,1797.06,807.76,73604.12,474,REGULAR,Agencia,78,2018-07-08,6,Activo
3210,DNI,78679393,Diana,Romero,Quispe,16-04-1954,70,F,Casado,Técnico,Estudiante,Agricultura,Wanchaq,Cusco,Sur,850.0,570.12,31500.27,623,Regular,Referido,163,2011-07-15,17,Inactivo
3211,DNI,11468138,Valeria,Huanca,Gómez,1959-01-02,66,F,Conviviente,Universitario,Empleado Privado,Finanzas,Los Olivos,Lima,Lima y Callao,3206.34,1429.71,78410.09,500,Regular,Referido,16,2022/05/04,4,Activo
3212,DNI,24937104,Alejandro,Castro,Díaz,24-01-1991,33,M,Soltero,Técnico,Pensionista,Tecnología,Arequipa,Arequipa,Sur,950.12,661.32,36000.3,394,Regular,Telemarketing,83,14-02-2018,7,Activo
3213,DNI,97621188,Rosa,García ,Morales,1983-02-13,41,F,Soltero,Universitario,Empleado Privado,Agricultura,  Santiago de Surco,Lima,Lima y Callao,5974.91,3772.63,301668.77,459,Regular,Agencia,69,2019/05/02,2,Inactivo
3214,DNI,44185016,Rosa,Ramos,Condori,1985/10/27,39,F,Divorciado,Universitario,Empleado Privado,Otro,Cayma,Arequipa,Sur,1189.07,795.49,59598.98,501,Regular,Agencia,1,2020-04-25,6,Activo
3215,DNI,32931493,Víctor,Herrera,HUANCA,27/07/1979,45,M,Casado,Universitario,Empleado Público,Tecnología,Yanahuara,Arequipa,Sur,2213.75,1426.61,26226.53,500,Regular,Digital,65,2019/08/23,8,Activo
3216,DNI,71939165,Enrique,Rojas,Morales,1986-08-22,38,M,Conviviente,Secundaria,Empresario,Otro,Piura,Piura,Norte,7516.51,4006.71,436235.0,510,Regular,Telemarketing,43,28-05-2021,14,Bloqueado
3217,DNI,254064,Sandra,García,Cusi,1979/05/14,45,F,Conviviente,Universitario,Independiente,Otro,Yanahuara,Arequipa,Sur,2772.35,1652.67,148685.75,554,Regular,Campaña Institucional,102,2016/08/06,8,Activo
3218,DNI,23655644,  Cecilia,Herrera,González,1974-05-07,50,F,Soltero,Universitario,Empleado Privado,Comercio,víctor larco herrera  ,La Libertad,Norte,,2055.67,184913.46,585,Regular,Agencia,57,21/04/2020,11,Activo
3219,DNI,36445663,Carlos,Reyes,Choque,1977-10-11,47,M,Soltero,Universitario,Empleado Privado,Otro,Iquitos,LORETO,Oriente,5676.83,2179.85,59345.94,535,Premium,Agencia,130,2014-04-21,22,Activo
3220,DNI,15717923,Juan,Chávez,Gutiérrez,2004-12-27,20,M,Conviviente,Secundaria,Pensionista,Construcción,Trujillo,La Libertad,Norte,1471.59,1012.58,75922.85,460,Regular,Digital,80,2018/05/24,10,Activo
3221,DNI,29828037,Fabiola,Ramírez,Cusi,1983/08/28,41,F,Conviviente,Universitario,Empresario,Agricultura,Cusco,Cusco,Sur,6739.17,3276.17,318473.18,496,Regular,Agencia,80,2018/05/11,16,Activo
3222,DNI,96442216,Andrés,Castro,Apaza,1980/03/22,44,M,Casado,Universitario,Pensionista,Tecnología,Cajamarca,Cajamarca,Norte,850.0,451.95,9027.51,557,Regular,Digital,111,24-10-2015,24,Activo
3223,CE,357223152,Óscar,Huanca,Quispe,19/03/1984,40,M,Divorciado,Universitario,Empleado Privado,Comercio,Víctor Larco Herrera,La Libertad,Norte,2316.77,1097.89,123247.04,433,Regular,Agencia,159,2011-11-27,11,Bloqueado
3224,DNI,51245737,Rocío ,González,Vargas,1979-05-23,45,F,Casado,Universitario,Empleado Privado,Agricultura,Miraflores,Lima,Lima y Callao,3198.75,1337.89,29529.77,515,Regular,Digital,95,2017-03-04,3,Activo
3225,DNI,17832250,Carlos,Cruz,Rivera,1995-04-18,29,M,casado ,Secundaria,Empleado Público,Transporte,Wanchaq,Cusco,Sur,1002.59,587.41,10706.92,519,Regular,Referido,148,2012/10/08,17,Activo
3226,DNI,98832099,Roberto,Flores,Gómez,13/09/1965,59,M,Viudo,Secundaria,Independiente,Agricultura,Sullana,Piura,Norte,1283.29,652.66,12733.2,598,Regular,Agencia,92,2017/06/02,15,Activo
3227,DNI,57302394,Víctor,Martínez,Álvarez,1979-12-03,45,M,Casado,Técnico,Independiente,Salud,Tarapoto,San Martín,Oriente,2373.25,1107.41,59934.81,470,Regular,Agencia,124,2014-10-21,23,Activo
3228,DNI,31694743,Rodrigo,López,Flores,1999/11/06,25,M,Soltero,Universitario,Empleado Privado,Servicios,Arequipa, Arequipa,Sur,4066.28,2120.91,56327.03,422,Regular,Campaña Institucional,41,22-09-2020,7,Activo
3229,DNI,82194151,Alejandra,Castro,Herrera,27/11/1992,32,F,Casado,Universitario,Empleado Público,Manufactura,Chiclayo,Lambayeque,Norte,2900.03,1158.47,37791.97,390,Regular,Digital,67,2019/06/02,13,Activo
3230,Pasaporte,355599539,María,Choque,Jiménez,2001/08/05,23,F,Casado,,Empresario,Transporte,Santiago de Surco,Lima,Lima y Callao,4857.08,2826.02,95179.95,500,Regular,Referido,50,2020/11/18,2,Activo
3231,DNI,67071060,Diana,Chávez, Ramírez ,1978-01-11,47,F,Conviviente,Universitario,Independiente,Servicios,El Tambo,Junín,Centro,1959.43,1279.03,102066.62,633,Regular,Referido,126,2014/08/01,19,Activo
3232,DNI,45365602,Jorge,Rivera,Reyes,1985-02-03,39,M,Casado,Universitario,Empleado Privado,Servicios,Arequipa,Arequipa,Sur,2480.23,1224.09,59151.14,439,Regular,Telemarketing,177,2010-06-03,7,Activo
3233,DNI,48439609,Alejandro,Rivera,Ortiz,1981-08-04,43,M,Conviviente,Técnico,Independiente,Comercio,Yanahuara,Arequipa,Sur,-3613.78,1815.85,63976.58,557,Regular,Referido,159,20-11-2011,8,Activo
3234,CE,165359851,carmen,García, Jiménez,19/11/2000,24,F,Divorciado,universitario,Empleado Público,Manufactura,Chimbote,Ancash,Centro,1651.58,643.9,52695.11,503,Regular,Digital,16,2023-08-10,21,Activo
3235,DNI,15280064,Lucía,Choque,Cruz,13-02-1975,49,F,Viudo,Postgrado,Empleado Público,Servicios,Chimbote,Ancash,Centro,2227.82,1040.61,93181.91,547,Regular,Campaña Institucional,155,29-03-2012,21,Activo
3236,DNI,89638999,Fabiola,Reyes,Gómez,1992-08-24,32,F,Casado,Secundaria,Empleado Público,Construcción,La Esperanza,La Libertad,Norte,3636.84,-2105.68,104787.5,549,Regular,Referido,155,2012/03/12,9,Activo
3237,DNI,28281832,Sandra,López,Martínez,1999/07/28,25,F,Casado,Secundaria,Empleado Privado,Construcción,Cayma,Arequipa,Sur,1449.63,737.72,84598.01,402,Regular,Agencia,74,2018-11-14,6,Activo
3238,DNI,90866022,Elena,González,Mamani,1974-02-16,50,F,Casado,Técnico,Empleado Público,Educación,Sullana,Piura,Norte,1338.68,869.35,21653.83,499,Regular,Agencia,48,18/01/2021,15,Activo
3239,DNI,97137779,Gabriela,López,Chávez,1977/02/06,47,F,Soltero,Técnico,Empleado Privado,Comercio,Los Olivos,Lima,Lima y Callao,2860.02,1707.45,69295.98,510,Regular,Agencia,123,2014/11/11,4,Activo
3240,DNI,43012269,Jorge,Martínez,Cusi,1995-06-06,29,M,Soltero,Técnico,Empresario,Otro,Arequipa,Arequipa,Sur,7388.81,4512.54,248767.08,464,Regular,Agencia,94,21/03/2017,7,Activo
3241,DNI,59322408,Diego,García,Jiménez,21-12-1986,38,M,Viudo,Técnico,Independiente,Comercio,Miraflores,Lima,Lima y Callao,2670.79,1714.51,147091.9,488,Regular,Telemarketing,105,2016-04-20,3,Activo
3242,DNI,87440291,Isabel,Morales,Ortiz,1982/12/02,42,fem,Conviviente,Técnico,Empleado Público,Construcción,Lima,Lima,Lima y Callao,1562.8,1034.08,81372.13,489,Regular,Digital,83,16/02/2018,5,Inactivo
3243,DNI,43855129,Fabiola,Gómez,Torres,29/03/1982,42,F,Casado,Técnico,Empleado Privado,Manufactura, Víctor Larco Herrera,La Libertad,Norte,1432.17,999.5,42048.22,460,Regular,Telemarketing,129,2014/05/04,11,Activo
3244,DNI,7731885,Alejandro,Morales,García,1978/03/04,46,M,Conviviente,TECNICO,Empleado Público,Salud,Trujillo,La Libertad,Norte,1304.23,739.57,63711.07,575,Regular,Digital,97,2017-01-06,10,Activo
3245,Pasaporte,324335069,Héctor,Ortiz,Martínez,1967-03-30,57,M,Divorciado,,Estudiante,Agricultura,Chimbote,Ancash,Centro,850.0,542.56,50816.96,581,Regular,Agencia,168,2011/03/08,21,Activo
3246,DNI,64485678,Lucía,Vargas,Gutiérrez,30/04/1984,40,F,Casado,Técnico,Independiente,Finanzas,Huancayo,Junín,Centro,3078.45,1823.85,52806.53,458,Regular,Agencia,2,14/06/2021,18,Activo
3247,DNI,6370554,Enrique,Vargas,Torres,31/10/1961,65,M,Casado,Universitario,Empleado Público,Servicios,Los Olivos,Lima,Lima y Callao,2689.12,1780.41,124985.98,480,Regular,Agencia,136,2013-10-08,4,Activo
3248,DNI,82258140,Lucía,Cruz,Cusi,1996-06-07,28,F,Soltero,Secundaria,Empleado Privado,Servicios,Trujillo,La Libertad,Norte,1226.87,586.32,11183.75,474,Regular,Referido,32,26/07/2020,10,Activo
3249,DNI,8106355,Héctor,Ramos,Ramos,17/10/1976,48,M,Soltero,Técnico,Independiente,Construcción,Víctor Larco Herrera,La Libertad,Norte,3845.33,1586.44,91759.21,493,Regular,Agencia,130,2014/04/06,11,Activo
3250,DNI,45972205,Andrés,Álvarez,Herrera,31/03/1996,28,M,Soltero,Universitario,Empleado Privado,Educación,Tarapoto,San Martín,Oriente,1810.46,974.23,66941.29,529,Regular,Agencia,81,2018/04/08,23,Bloqueado
3251,DNI,37755579,Marco,Castro,Mamani,1988/05/20,36,M,Conviviente,Universitario,Empresario,Servicios,Lima,Lima,Lima y Callao,5967.11,3094.28,85391.32,446,Premium,Referido,149,2012-09-09,5,Activo
3252,DNI,86291879,Mónica,Romero,Pérez,27-11-1978,46,F,Soltero,Universitario,Empleado Público,Otro,Cayma,Arequipa,Sur,1810.34,1156.45,33576.57,570,Regular,Referido,35,2021-01-09,6,Activo
3253,DNI,7138947,Claudia, Quispe ,Ramírez,1973/05/14,51,F,Casado ,Postgrado,Empleado Público,Tecnología,Víctor Larco Herrera,La Libertad,Norte,1848.56,760.88,22265.58,513,Regular,Agencia,134,2013-12-06,11,Activo
3254,DNI,28506967,Óscar,Ortiz,Jiménez,1989/09/05,35,Masculino,Casado,Universitario,Independiente,Comercio,Arequipa,Arequipa,Sur,850.0,397.42,11363.12,427,Regular,,105,2016/05/08,7,Activo
3255,DNI,70478712,Marco,García,Castillo,1980/07/06,44,M,Soltero,Universitario,Independiente,Construcción,Los Olivos,Lima,Lima y Callao,2972.65,1342.39,72568.92,500,Regular,Digital,105,17/05/2016,4,Activo
3256,DNI,95471774,Pablo,Apaza,Jiménez,1986/06/02,38,M,Conviviente,Secundaria,Empleado Privado,Tecnología,Pisco,Ica,Sur,4403.92,2552.33,114821.32,489,Regular,Digital,149,15-09-2012,20,Activo
3257,DNI,4435835,Óscar,Rojas,Torres,25-01-1974,50,M,Divorciado,Universitario,Pensionista,Comercio,Chimbote,Ancash,Centro,850.0,414.45,11357.11,300,Regular,Agencia,111,2015/11/19,21,Activo
3258,DNI,73415274,Manuel,Romero,Castro,1979/12/31,45,M,Divorciado,Secundaria,Empleado Privado,Servicios,Chiclayo,LaMbAyEqUe,Norte,1428.78,871.35,31143.61,478,Regular,Campaña Institucional,57,2020-04-26,12,Activo
3259,DNI,41260026,Juan,Chávez,MorAleS,16/04/1986,38,M,Casado,Universitario,Empleado Privado,Agricultura,Cusco,Cusco,Sur,6108.38,3796.38,323901.67,511,Regular,Agencia,91,2017-06-17,16,Activo
3260,DNI,20282536,Alejandro,Laime,Ortiz,1972/11/06,54,M,Casado,Técnico,Independiente,Construcción,Trujillo,La Libertad,Norte,4221.43,2121.59,223392.71,513,Regular,Agencia,138,2013-08-14,10,Activo
3261,DNI,19546723,Isabel,López,Cruz,1989-01-05,36,F,CASADO,Universitario,Empleado Privado,Agricultura,Los Olivos,Lima,Lima y Callao,4645.74,2289.85,120295.82,422,Regular,,101,19/08/2016,4,Activo
3262,DNI,35476584,Juan,Romero,González,1979-12-04,45,M,Casado,Universitario,Empleado Privado,Tecnología,Iquitos,Loreto,Oriente,1343.69,928.54,69366.61,501,Regular,Referido,89,2017-09-07,22,Activo
3263,DNI,73702197,Enrique,Quispe,Álvarez,1980/10/12,44,M,Casado,Secundaria,Empleado Privado,Agricultura,Trujillo,La Libertad,Norte,6685.88,4616.06,340602.43,413,Regular,Agencia,131,2014-03-01,10,Activo
3264,DNI,82999091,LUIS  ,MAMANI ,Rivera,1990-01-30,34,M,Soltero,SECUNDARIA,Empleado Privado,Construcción,Huancayo,Junín,Centro,4037.21,2002.38,93763.03,497,Regular,Agencia,131,19/03/2014,18,Inactivo
3265,DNI,40390607,Ana,García,Sánchez,1980/03/09,44,F,Casado,,Independiente,Servicios,La Esperanza,La Libertad,Norte,1212.25,634.52,24385.75,455,Regular,Telemarketing,144,2013/02/08,9,Inactivo
3266,DNI,2446943,Víctor,huanca,López,1968/10/09,56,M,Casado,Universitario,Empleado Privado,Salud,Chimbote,Ancash,Centro,3070.32,1220.75,84030.78,530,Regular,Agencia,129,2014/05/05,21,Activo
3267,DNI,33213019,Óscar,Condori, Cruz,1985-01-06,40,M,Soltero,Universitario,Empleado Privado,Otro,Víctor Larco Herrera,La Libertad,Norte,1552.59,909.8,20840.43,534,Regular,,53,2020-08-08,11,Activo
3268,DNI,29788235,Roberto,Morales,Castillo,1976/06/11,48,M,Casado,Postgrado,Empleado Privado,Servicios,Trujillo,La Libertad,Norte,9431.01,5386.2,216559.09,455,Regular,Telemarketing,126,2014/07/31,10,Inactivo
3269,DNI,34716880,Ángela,Ortiz,Chávez,1973/08/09,51,F,Soltero,Universitario,Independiente,Salud,Wanchaq,Cusco,Sur,994.62,502.17,10145.41,507,Regular,,135,2013-11-23,17,Inactivo
3270,DNI,41407714,Elena,Rojas,Herrera,1971-09-03,53,F,Conviviente,Secundaria,Empleado Privado,Comercio,Lima,Lima,Lima y Callao,1094.95,543.0,10286.88,490,Regular,Agencia,51,2020-10-12,5,Activo
3271,DNI,92291080,Carmen,Díaz,Romero,1989/11/19,35,F,Casado,Universitario,Empleado Público,Transporte,El Tambo,Junín,Centro,1509.02,916.07,82011.05,516,regular,Telemarketing,162,27-08-2011,19,Activo
3272,Pasaporte,603834786,  Valeria,Pérez,Gómez,1969/04/26,55,F,Soltero,Técnico,Independiente,Servicios,Sullana, PIURA ,Norte,2333.5,1391.5,32958.32,518,Regular,Referido,112,2015/09/24,15,Activo
3273,CE,786114076,Ana,González,Cusi,15-06-1981,43,F,Casado,Técnico,Empleado Privado,Otro,Santiago de Surco,Lima,Lima y Callao,2872.5,1103.41,71824.81,430,Regular,Digital,160,2011-11-10,2,Activo
